hours,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09,group_10,group_11,group_12
1830,0.041586,0.055246,0.077179,0.083428,0.055736,0.07461,0.060336,0.065598,0.07884400000000001,0.073683,0.052934,0.066848
1840,0.044363,0.054723,0.08364500000000001,0.079546,0.053427999999999996,0.082384,0.060756,0.063174,0.073301,0.05915700000000001,0.042026,0.059765
1850,0.048043999999999996,0.058382,0.072922,0.076174,0.049536000000000004,0.069622,0.061440999999999996,0.064247,0.071548,0.061157,0.044881,0.075887
1860,0.050241,0.05712999999999999,0.075147,0.071631,0.059873,0.08529099999999999,0.060617,0.08256000000000001,0.074201,0.067355,0.035142,0.06305
1870,0.054592999999999996,0.054363,0.078661,0.081706,0.04999,0.085979,0.061401,0.063295,0.085732,0.068733,0.053475999999999996,0.066137
1880,0.059778,0.051862,0.073665,0.063555,0.061265,0.069347,0.066064,0.070694,0.071091,0.066585,0.050439,0.070864
1890,0.06072,0.059652,0.075801,0.077203,0.050386,0.083136,0.060271000000000005,0.063945,0.083133,0.083751,0.052739999999999995,0.058327
1900,0.053610000000000005,0.054436,0.064174,0.076973,0.051948,0.07674199999999999,0.064334,0.074884,0.073323,0.08661100000000001,0.054081,0.053687
1910,0.051578,0.05660900000000001,0.073499,0.08136,0.056847,0.079701,0.061283000000000004,0.075908,0.071822,0.087769,0.054005,0.050735
1920,0.060887000000000004,0.054228,0.068754,0.07421699999999999,0.057872,0.070364,0.07018200000000001,0.079811,0.08002999999999999,0.081832,0.048297,0.062279999999999995
1930,0.058148000000000005,0.051526,0.073153,0.083682,0.047155,0.070697,0.065828,0.07385499999999999,0.08030599999999999,0.09158999999999999,0.0536,0.060382000000000005
1940,0.058708,0.063736,0.063446,0.078124,0.052654999999999993,0.07908899999999999,0.0644,0.077796,0.077409,0.069703,0.054726,0.059309
1950,0.058398,0.057825,0.075087,0.068228,0.049602,0.07571900000000001,0.061702,0.06676699999999999,0.074779,0.079809,0.051342,0.056938
1960,0.048349,0.058367999999999996,0.08110099999999999,0.06763200000000001,0.047233,0.07799600000000001,0.059013,0.067662,0.08090599999999999,0.080943,0.067499,0.073147
1970,0.053207000000000004,0.060327,0.07910199999999999,0.075363,0.048472,0.07678099999999999,0.067308,0.062214,0.084763,0.087047,0.054314999999999995,0.060726999999999996
1980,0.062071,0.05521,0.070511,0.069908,0.042700999999999996,0.072056,0.059075,0.07015700000000001,0.08611100000000001,0.083452,0.051990999999999996,0.057444
1990,0.05853200000000001,0.067593,0.075291,0.069788,0.051562000000000004,0.07810399999999999,0.060086,0.07229,0.079183,0.083826,0.060278,0.06858
2000,0.048898000000000004,0.069564,0.080401,0.069097,0.056432,0.080509,0.055528999999999995,0.064373,0.064226,0.082263,0.061276,0.06527899999999999
2010,0.052123,0.05942000000000001,0.07533200000000001,0.071812,0.066984,0.067675,0.056835000000000004,0.07040199999999999,0.078212,0.076297,0.059047,0.08334
2020,0.057388999999999996,0.055616,0.075058,0.081285,0.050158,0.073137,0.054837000000000004,0.085787,0.072051,0.087108,0.063125,0.070299
2030,0.065122,0.057741999999999995,0.07657,0.074663,0.053445000000000006,0.08327000000000001,0.05168,0.078363,0.068619,0.081277,0.053877,0.075519
2040,0.054534000000000006,0.067851,0.08062799999999999,0.062815,0.053667999999999993,0.085006,0.055858000000000005,0.085151,0.077271,0.085454,0.064563,0.072245
2050,0.053087999999999996,0.06372799999999999,0.07953099999999999,0.078552,0.055874,0.08657000000000001,0.053891999999999995,0.077252,0.076049,0.083371,0.063864,0.084989
2060,0.061159000000000005,0.064817,0.069965,0.075758,0.056924,0.069608,0.0706,0.070793,0.076,0.07437300000000001,0.068449,0.07689700000000001
2070,0.071594,0.06271399999999999,0.076985,0.07546,0.045607,0.078712,0.052158,0.072989,0.079317,0.076639,0.060053999999999996,0.075709
2080,0.064968,0.065794,0.066501,0.07385800000000001,0.055112,0.07348500000000001,0.067433,0.067352,0.067035,0.087912,0.066241,0.084272
2090,0.063907,0.066353,0.063826,0.07226,0.060586,0.079325,0.06489099999999999,0.065958,0.082964,0.083224,0.062189,0.07875900000000001
2100,0.06322799999999999,0.065703,0.062845,0.084978,0.047487,0.079774,0.066778,0.086216,0.081976,0.07921399999999999,0.07082100000000001,0.07458300000000001
2110,0.07717,0.06685,0.068615,0.069561,0.060597000000000005,0.080282,0.06661,0.07725800000000001,0.075115,0.08957799999999999,0.062073,0.07701799999999999
2120,0.068953,0.068598,0.062014,0.073442,0.053278,0.06730499999999999,0.062801,0.081742,0.07986599999999999,0.090711,0.065743,0.083717
2130,0.065073,0.073088,0.056589999999999994,0.07497899999999999,0.05973,0.065103,0.05683200000000001,0.082351,0.08204700000000001,0.085288,0.068097,0.077429
2140,0.078614,0.067511,0.063829,0.08131000000000001,0.052978,0.058877,0.062985,0.06564500000000001,0.081841,0.088698,0.077805,0.079561
2150,0.057773000000000005,0.071501,0.06214600000000001,0.077891,0.066863,0.068066,0.064384,0.07723300000000001,0.076376,0.081569,0.058995000000000006,0.078314
2160,0.070975,0.065087,0.064772,0.071412,0.056523000000000004,0.07651799999999999,0.05975900000000001,0.076267,0.08405399999999999,0.08868999999999999,0.07067999999999999,0.084
2170,0.07180700000000001,0.074142,0.065948,0.08237799999999999,0.052780999999999995,0.060397,0.05948099999999999,0.07671499999999999,0.07928400000000001,0.090072,0.069552,0.08344700000000001
2180,0.062124,0.067861,0.069546,0.079301,0.060283,0.080177,0.06261599999999999,0.085891,0.066562,0.083599,0.07259600000000001,0.07663400000000001
2190,0.0764,0.069602,0.071247,0.077097,0.06678400000000001,0.075711,0.061777,0.079816,0.071965,0.07444400000000001,0.077322,0.08054
2200,0.059703,0.080272,0.072909,0.089508,0.061565999999999996,0.067024,0.057286000000000004,0.08369,0.075692,0.08684,0.069374,0.095638
2210,0.063087,0.07635700000000001,0.072041,0.082834,0.075801,0.072085,0.063551,0.085504,0.065734,0.09403500000000001,0.082572,0.092265
2220,0.077224,0.086873,0.07424700000000001,0.079709,0.075295,0.06958099999999999,0.063685,0.082234,0.074149,0.07309600000000001,0.065177,0.087495
2230,0.065708,0.071482,0.070676,0.081898,0.074515,0.071913,0.06727000000000001,0.095695,0.07556900000000001,0.07517599999999999,0.071,0.076584
2240,0.063067,0.072223,0.065914,0.093073,0.071873,0.067005,0.062391999999999996,0.072904,0.077537,0.078162,0.069659,0.085064
2250,0.075173,0.074522,0.074043,0.08779400000000001,0.06663200000000001,0.07759400000000001,0.063567,0.075419,0.079222,0.082724,0.068775,0.08998400000000001
2260,0.072247,0.07055299999999999,0.06172999999999999,0.082116,0.074706,0.07534600000000001,0.076152,0.07596900000000001,0.078096,0.07202,0.069855,0.076494
2270,0.070608,0.079427,0.062062,0.091258,0.06290599999999999,0.070234,0.06627000000000001,0.088523,0.075218,0.07903099999999999,0.071364,0.067602
2280,0.068838,0.069428,0.067224,0.07571599999999999,0.08566499999999999,0.06745599999999999,0.070491,0.07837100000000001,0.078908,0.081754,0.067727,0.07921
2290,0.0745,0.081381,0.061996,0.076573,0.07671599999999999,0.06163,0.07484299999999999,0.099018,0.08078400000000001,0.08741,0.06288200000000001,0.084217
2300,0.07244400000000001,0.074385,0.065857,0.090162,0.075337,0.068837,0.0618,0.089534,0.073295,0.081111,0.062811,0.07577
2310,0.078137,0.07336799999999999,0.057276,0.08765,0.074418,0.067927,0.070787,0.076606,0.078356,0.078207,0.061716999999999994,0.085608
2320,0.075432,0.081956,0.070635,0.084951,0.075179,0.07105299999999999,0.063452,0.078292,0.079348,0.077029,0.063023,0.07321
2330,0.070822,0.089746,0.06406,0.090904,0.072012,0.061324000000000004,0.072115,0.079175,0.08480499999999999,0.093436,0.069195,0.089114
2340,0.080667,0.087889,0.066608,0.09385800000000001,0.074012,0.061752999999999995,0.077757,0.076741,0.084199,0.07545700000000001,0.07079099999999999,0.071518
2350,0.069138,0.082479,0.068121,0.090937,0.0658,0.08205,0.06872400000000001,0.068311,0.08734600000000001,0.08691,0.05917000000000001,0.078952
2360,0.079307,0.07989,0.065238,0.091683,0.082587,0.07864600000000001,0.075031,0.086589,0.085021,0.075398,0.062126,0.0742
2370,0.082589,0.095377,0.059701,0.079827,0.069119,0.062648,0.070632,0.065167,0.085762,0.083137,0.08177899999999999,0.084351
2380,0.07037,0.083989,0.06929600000000001,0.098511,0.07673300000000001,0.076609,0.06983099999999999,0.0814,0.08793200000000001,0.086996,0.075146,0.08089600000000001
2390,0.073837,0.080626,0.072246,0.091767,0.085408,0.068786,0.068257,0.077179,0.097331,0.093477,0.080653,0.084094
2400,0.060744000000000006,0.089166,0.070332,0.08670800000000001,0.081357,0.075805,0.061621,0.08048999999999999,0.088124,0.068085,0.066697,0.083364
2410,0.066903,0.086086,0.065447,0.095498,0.06854600000000001,0.083406,0.070016,0.057775,0.07845,0.08208700000000001,0.065175,0.095564
2420,0.067142,0.085624,0.06703200000000001,0.08949,0.077395,0.082958,0.06485700000000001,0.07646,0.085771,0.086021,0.070234,0.092928
2430,0.068229,0.08886799999999999,0.07042799999999999,0.099263,0.077299,0.06818300000000001,0.07201,0.067833,0.072263,0.078288,0.067475,0.071033
2440,0.075035,0.074922,0.06413200000000001,0.09220700000000001,0.082742,0.07984,0.060726999999999996,0.068672,0.09176000000000001,0.089864,0.07613400000000001,0.090062
2450,0.070029,0.08781,0.072245,0.09435,0.083299,0.080305,0.069702,0.07986,0.085104,0.082117,0.07155299999999999,0.08781
2460,0.06909,0.073619,0.074161,0.08806,0.085828,0.077064,0.069728,0.08008,0.07989199999999999,0.086939,0.070332,0.088147
2470,0.073349,0.082982,0.077437,0.083734,0.088774,0.073536,0.06337899999999999,0.080439,0.08289099999999999,0.08441699999999999,0.064836,0.086626
2480,0.07166,0.082009,0.069887,0.092413,0.069608,0.074334,0.064737,0.078988,0.093438,0.070357,0.06468600000000001,0.092698
2490,0.072139,0.088851,0.070713,0.07844,0.081927,0.07762899999999999,0.06448999999999999,0.061153,0.088306,0.085892,0.06790299999999999,0.07192799999999999
2500,0.074857,0.079564,0.074419,0.081951,0.070023,0.07246699999999999,0.07092000000000001,0.079897,0.090778,0.100708,0.075536,0.075188
2510,0.067826,0.098814,0.070528,0.082942,0.07438,0.08178099999999999,0.069242,0.063854,0.09856000000000001,0.076304,0.061846000000000005,0.07191900000000001
2520,0.083311,0.088335,0.073699,0.08319800000000001,0.074474,0.073139,0.074691,0.06585,0.086878,0.098993,0.058925,0.076063
2530,0.073766,0.083674,0.06981699999999999,0.091004,0.081023,0.069899,0.06790700000000001,0.07460900000000001,0.098465,0.090679,0.074039,0.076538
2540,0.07356900000000001,0.100117,0.06963899999999999,0.072015,0.059508000000000005,0.069235,0.065866,0.06383,0.095973,0.08970700000000001,0.078823,0.086701
2550,0.071171,0.089903,0.07242,0.07914299999999999,0.08295599999999999,0.08482999999999999,0.061717999999999995,0.079348,0.100371,0.089589,0.07807599999999999,0.075527
2560,0.080346,0.094802,0.078001,0.087062,0.08154299999999999,0.090645,0.070336,0.064935,0.093114,0.076741,0.079182,0.095562
2570,0.067022,0.093187,0.069978,0.077324,0.081304,0.07678,0.060591,0.06684,0.081765,0.09551799999999999,0.071345,0.07110599999999999
2580,0.079965,0.092379,0.07182999999999999,0.091394,0.084176,0.075173,0.075062,0.076624,0.090184,0.09529299999999999,0.077655,0.076153
2590,0.077928,0.096788,0.078138,0.08898400000000001,0.082054,0.080939,0.06141900000000001,0.06817000000000001,0.094561,0.08995,0.081274,0.089339
2600,0.073352,0.087632,0.07936599999999999,0.097005,0.075816,0.078921,0.062325,0.059417,0.09665499999999999,0.088602,0.090666,0.093681
2610,0.073272,0.08596000000000001,0.07524299999999999,0.090626,0.079315,0.085177,0.060676,0.065635,0.08882999999999999,0.08962200000000001,0.085479,0.086799
2620,0.08576900000000001,0.078189,0.08039,0.08670800000000001,0.075228,0.083025,0.051713999999999996,0.061600999999999996,0.08627699999999999,0.100427,0.090197,0.097366
2630,0.072086,0.093614,0.080732,0.085038,0.081073,0.084233,0.060407,0.076647,0.095826,0.082716,0.08154700000000001,0.090547
2640,0.070618,0.084229,0.077395,0.093834,0.084087,0.082997,0.060302,0.067901,0.092425,0.08810499999999999,0.089985,0.102181
2650,0.086226,0.080308,0.073668,0.083159,0.08528,0.07657699999999999,0.059712,0.070306,0.094651,0.0981,0.087152,0.091494
2660,0.079099,0.080778,0.081622,0.083585,0.070361,0.085316,0.06180700000000001,0.08101,0.087858,0.090697,0.06832300000000001,0.101241
2670,0.069411,0.08519,0.074325,0.08455,0.081551,0.084839,0.066636,0.072825,0.08533099999999999,0.10319500000000001,0.07892,0.090824
2680,0.091783,0.093586,0.07817,0.088537,0.080381,0.082173,0.057997,0.085358,0.078413,0.093186,0.078216,0.090761
2690,0.083512,0.08528200000000001,0.075029,0.07724400000000001,0.085903,0.080446,0.06981799999999999,0.07835299999999999,0.098321,0.09653099999999999,0.08974700000000001,0.09508
2700,0.089526,0.077224,0.073503,0.074041,0.076477,0.076637,0.069245,0.079377,0.092102,0.109339,0.069576,0.096696
2710,0.089936,0.100884,0.074673,0.059863,0.090004,0.07496799999999999,0.076199,0.073905,0.093976,0.094944,0.08367999999999999,0.09539
2720,0.088824,0.089193,0.079348,0.078483,0.07536799999999999,0.076706,0.058238,0.060301,0.095527,0.105127,0.081065,0.086895
2730,0.095591,0.094927,0.080207,0.088563,0.087713,0.067927,0.07145399999999999,0.080841,0.094608,0.110625,0.094851,0.096402
2740,0.080201,0.080189,0.08588,0.078528,0.077269,0.077808,0.075315,0.060086,0.100549,0.105304,0.095131,0.097596
2750,0.082984,0.089678,0.075081,0.087739,0.079855,0.074244,0.072288,0.07928500000000001,0.086865,0.093919,0.09736900000000001,0.094983
2760,0.081552,0.09740700000000001,0.076701,0.086621,0.079746,0.080446,0.083071,0.078912,0.089232,0.104274,0.087737,0.102602
2770,0.094542,0.101292,0.083151,0.091495,0.084965,0.076563,0.078291,0.075139,0.091805,0.102082,0.08324,0.102941
2780,0.094193,0.100877,0.075067,0.075038,0.071408,0.08508099999999999,0.06224,0.081734,0.087373,0.101746,0.099436,0.084124
2790,0.09060499999999999,0.10004,0.07597899999999999,0.08593300000000001,0.088183,0.081411,0.08200700000000001,0.08391900000000001,0.075556,0.091377,0.086854,0.10280999999999998
2800,0.080573,0.09354,0.08158,0.079599,0.089054,0.076412,0.070559,0.084755,0.08831900000000001,0.09185800000000001,0.084596,0.099898
2810,0.100472,0.0921,0.08277000000000001,0.086185,0.09097899999999999,0.079917,0.054813,0.08874,0.09225499999999999,0.089321,0.099718,0.097361
2820,0.09751900000000001,0.09012200000000001,0.07755,0.086327,0.106272,0.075429,0.069351,0.074852,0.073775,0.08858200000000001,0.08166,0.093556
2830,0.091048,0.093186,0.07698200000000001,0.088336,0.085478,0.084584,0.071219,0.076142,0.078811,0.084865,0.099209,0.095347
2840,0.09737699999999999,0.094157,0.070201,0.07950399999999999,0.089922,0.082774,0.07133099999999999,0.078352,0.086589,0.090111,0.100142,0.088772
2850,0.094662,0.10203999999999999,0.071197,0.08795900000000001,0.098599,0.079276,0.067676,0.09501699999999999,0.088861,0.100208,0.093304,0.099376
2860,0.095858,0.095598,0.06617999999999999,0.083468,0.091438,0.081773,0.07599700000000001,0.085775,0.075802,0.101008,0.092852,0.10999300000000001
2870,0.098113,0.096451,0.07221699999999999,0.097824,0.09542300000000001,0.070113,0.079707,0.079186,0.079205,0.087359,0.09957200000000001,0.097105
2880,0.0942,0.096009,0.06682300000000001,0.11248499999999999,0.096735,0.081889,0.080058,0.09160900000000001,0.073166,0.099881,0.08517000000000001,0.10628599999999999
2890,0.098485,0.10566500000000001,0.071993,0.087315,0.093651,0.077514,0.071752,0.08658300000000001,0.085463,0.082528,0.09459,0.10288800000000001
2900,0.107394,0.10500899999999999,0.073241,0.082732,0.093811,0.06952799999999999,0.07812100000000001,0.07627,0.090951,0.10008500000000001,0.090369,0.10383900000000001
2910,0.097585,0.10460599999999999,0.064861,0.08533400000000001,0.104475,0.065372,0.088418,0.07991799999999999,0.09503500000000001,0.093946,0.087335,0.100352
2920,0.097594,0.103822,0.074772,0.095654,0.090273,0.08088300000000001,0.081995,0.080707,0.076485,0.098147,0.098189,0.08982000000000001
2930,0.10292899999999999,0.103372,0.07866000000000001,0.09296,0.083087,0.079676,0.07915900000000001,0.08967,0.090227,0.092436,0.090282,0.10325999999999999
2940,0.09523999999999999,0.10943299999999999,0.066597,0.083297,0.09400800000000001,0.07455099999999999,0.08815,0.06830499999999999,0.09095299999999999,0.089063,0.096169,0.11084000000000001
2950,0.103103,0.10798699999999999,0.065929,0.090361,0.084698,0.071434,0.090277,0.073038,0.096209,0.096525,0.09552000000000001,0.105545
2960,0.109399,0.101087,0.072023,0.086646,0.084975,0.066749,0.077762,0.08102100000000001,0.087505,0.089816,0.091821,0.095881
2970,0.1052,0.102471,0.07044,0.086167,0.10955999999999999,0.070059,0.085379,0.094458,0.080687,0.088229,0.09012300000000001,0.088822
2980,0.10263900000000001,0.108527,0.071876,0.08583400000000001,0.09311799999999999,0.076946,0.086189,0.09151799999999999,0.086924,0.084061,0.10930699999999999,0.113121
2990,0.0915,0.10974500000000001,0.068049,0.107831,0.114765,0.073324,0.095001,0.080739,0.08268500000000001,0.081264,0.089817,0.084512
3000,0.08427899999999999,0.104872,0.077657,0.09467300000000001,0.107892,0.085743,0.087659,0.08982799999999999,0.086599,0.084552,0.093825,0.089269
3010,0.096743,0.108043,0.07685399999999999,0.113326,0.11110999999999999,0.07634099999999999,0.073965,0.092526,0.08886000000000001,0.084984,0.10415999999999999,0.101271
3020,0.095839,0.10229400000000001,0.070222,0.09827999999999999,0.10603199999999999,0.07750900000000001,0.087108,0.09314800000000001,0.086048,0.085714,0.097725,0.10438
3030,0.095542,0.11858900000000001,0.08226,0.109222,0.10685,0.086267,0.088249,0.079493,0.085674,0.08446000000000001,0.10055,0.098482
3040,0.093751,0.099377,0.073774,0.090265,0.10790699999999999,0.08340299999999999,0.105084,0.083286,0.081048,0.081545,0.09713,0.10435799999999999
3050,0.102996,0.101802,0.068583,0.099338,0.10273900000000001,0.088507,0.09287000000000001,0.09562000000000001,0.089334,0.08933300000000001,0.08720499999999999,0.099345
3060,0.09039,0.10746700000000001,0.080808,0.092342,0.113326,0.076292,0.08976100000000001,0.085053,0.088121,0.088902,0.09143899999999999,0.094775
3070,0.102824,0.099766,0.078319,0.094829,0.096719,0.087386,0.08809600000000001,0.099607,0.093053,0.08504600000000001,0.09548200000000001,0.095702
3080,0.098051,0.104307,0.080274,0.098689,0.114677,0.084323,0.084578,0.093428,0.087792,0.074032,0.088295,0.087128
3090,0.09708,0.11041300000000001,0.075039,0.093339,0.09089900000000001,0.079981,0.08685,0.082478,0.096969,0.079041,0.092192,0.101851
3100,0.094539,0.105181,0.073148,0.100828,0.08960800000000001,0.07961499999999999,0.098691,0.092306,0.086323,0.090659,0.085627,0.093141
3110,0.09178,0.096972,0.074377,0.075513,0.10974600000000001,0.081165,0.0913,0.090651,0.09644900000000001,0.097748,0.089628,0.086363
3120,0.098889,0.106799,0.08554099999999999,0.083724,0.098129,0.084286,0.087282,0.093001,0.088424,0.081326,0.098299,0.074665
3130,0.099627,0.11095999999999999,0.075476,0.085788,0.101413,0.079427,0.09940399999999999,0.086531,0.09378099999999999,0.083951,0.086618,0.099763
3140,0.095358,0.101624,0.061318,0.095415,0.09792200000000001,0.090085,0.097351,0.077171,0.087052,0.086245,0.085645,0.08894400000000001
3150,0.102264,0.098317,0.08307300000000001,0.09710099999999999,0.101073,0.088114,0.101023,0.079054,0.10871600000000001,0.093503,0.100218,0.099242
3160,0.079829,0.11756,0.088946,0.08955700000000001,0.096303,0.095134,0.101159,0.082262,0.091013,0.096222,0.090633,0.110257
3170,0.099618,0.12024800000000001,0.08225700000000001,0.099286,0.10373399999999999,0.091661,0.092806,0.080231,0.09201000000000001,0.092882,0.088739,0.09525700000000001
3180,0.0996,0.112141,0.097566,0.11278699999999998,0.11048499999999999,0.082873,0.08914,0.09134199999999999,0.09726699999999999,0.081084,0.09262100000000001,0.090391
3190,0.097867,0.11341400000000001,0.091692,0.095345,0.105751,0.089349,0.088576,0.095704,0.09199600000000001,0.087371,0.099151,0.095051
3200,0.082686,0.105419,0.082741,0.075279,0.10371,0.09081,0.09641,0.08442100000000001,0.094831,0.093575,0.09591000000000001,0.09249299999999999
3210,0.0877,0.11261700000000001,0.089266,0.10845,0.101926,0.084326,0.081759,0.086129,0.085413,0.09301,0.08646799999999999,0.094981
3220,0.087864,0.114454,0.093053,0.103112,0.11724000000000001,0.09487999999999999,0.09930499999999999,0.093793,0.086136,0.094999,0.089519,0.102948
3230,0.10588399999999999,0.115418,0.093173,0.090526,0.10261500000000001,0.09486699999999999,0.086237,0.08919099999999999,0.103073,0.10396,0.095529,0.099347
3240,0.096147,0.100672,0.09022999999999999,0.10857,0.106905,0.09748899999999999,0.095787,0.097018,0.093085,0.09321,0.098953,0.09839500000000001
3250,0.092556,0.11202000000000001,0.090754,0.102145,0.109455,0.089673,0.10055399999999999,0.10288499999999999,0.096919,0.09585700000000001,0.091027,0.10638900000000001
3260,0.091651,0.10253,0.085373,0.08785499999999999,0.107451,0.10693599999999999,0.0961,0.094093,0.09842100000000001,0.10011,0.094413,0.094435
3270,0.0944,0.100728,0.091818,0.093664,0.097066,0.09703400000000001,0.092078,0.103173,0.103902,0.10220499999999999,0.08949,0.098585
3280,0.097388,0.091976,0.096459,0.09801599999999999,0.11567100000000001,0.111301,0.092081,0.094141,0.095583,0.10463900000000001,0.083607,0.083517
3290,0.094441,0.10861400000000002,0.096703,0.10336600000000001,0.105923,0.09537799999999999,0.08862,0.085363,0.098745,0.096182,0.091471,0.096635
3300,0.099955,0.08998300000000001,0.085228,0.095667,0.097049,0.09622,0.098103,0.087604,0.103307,0.098626,0.09109099999999999,0.091638
3310,0.104654,0.105081,0.091976,0.083928,0.09439600000000001,0.083099,0.088885,0.08504500000000001,0.09561900000000001,0.092436,0.094683,0.094819
3320,0.095261,0.098087,0.092537,0.097873,0.107677,0.09153700000000001,0.091601,0.09124700000000001,0.097208,0.10634600000000001,0.09088099999999999,0.08937200000000001
3330,0.10264200000000001,0.099377,0.08835900000000001,0.09371399999999999,0.087907,0.088624,0.09724400000000001,0.086809,0.0994,0.097245,0.097411,0.091063
3340,0.10401700000000001,0.10331199999999999,0.09011799999999999,0.08604500000000001,0.104484,0.09583,0.093678,0.088827,0.093763,0.100422,0.09210399999999999,0.086063
3350,0.10271,0.102272,0.090088,0.089537,0.096544,0.10556800000000001,0.096745,0.08055599999999999,0.1106,0.106027,0.106518,0.106254
3360,0.102364,0.103351,0.093512,0.10505999999999999,0.10127,0.089656,0.093398,0.096147,0.10347,0.09587799999999999,0.11320899999999999,0.11277999999999999
3370,0.09495,0.11240499999999999,0.093416,0.09324099999999999,0.10423299999999999,0.098513,0.098311,0.08855299999999999,0.089693,0.099288,0.097198,0.09725700000000001
3380,0.10708599999999999,0.107304,0.099673,0.094213,0.088799,0.097212,0.095028,0.096871,0.081184,0.094945,0.098901,0.10677400000000001
3390,0.094615,0.102077,0.095815,0.086292,0.091817,0.113166,0.087256,0.08028500000000001,0.087869,0.106573,0.093348,0.103025
3400,0.098402,0.10198600000000001,0.093447,0.096375,0.09711,0.100539,0.09170299999999999,0.093833,0.105076,0.093421,0.097919,0.098561
3410,0.09816699999999999,0.110595,0.098052,0.091678,0.09502999999999999,0.090242,0.084464,0.100428,0.08626900000000001,0.09738200000000001,0.101998,0.100851
3420,0.108215,0.097496,0.095832,0.086836,0.112375,0.10791300000000001,0.085036,0.094204,0.095683,0.109752,0.10411400000000001,0.106424
3430,0.101298,0.107101,0.099928,0.08741900000000001,0.104754,0.1014,0.10078,0.102244,0.103753,0.10803299999999999,0.103625,0.11738699999999999
3440,0.09564600000000001,0.100743,0.097606,0.09581,0.112879,0.09360399999999999,0.084979,0.118278,0.109069,0.10493,0.11362799999999999,0.10248099999999999
3450,0.099614,0.095404,0.096051,0.085951,0.096839,0.106127,0.091379,0.112354,0.092855,0.096104,0.10364200000000001,0.10711400000000001
3460,0.091311,0.09156,0.092471,0.100686,0.104538,0.101648,0.08934,0.09525299999999999,0.10838900000000001,0.105012,0.09842000000000001,0.108616
3470,0.108444,0.096603,0.087777,0.10223099999999999,0.102925,0.096,0.09990700000000001,0.09639199999999999,0.098884,0.10938800000000001,0.09174700000000001,0.10808
3480,0.123201,0.12159400000000001,0.09870599999999999,0.096585,0.11282,0.101601,0.096149,0.10837100000000001,0.094273,0.10787100000000001,0.11372,0.109742
3490,0.0962,0.09723899999999999,0.092063,0.102288,0.108287,0.099021,0.106851,0.101133,0.103725,0.10223099999999999,0.099191,0.094064
3500,0.10841400000000001,0.09085800000000001,0.090258,0.107003,0.10257999999999999,0.085631,0.096594,0.092583,0.100175,0.09847,0.102386,0.107992
3510,0.116596,0.12043,0.090214,0.08641499999999999,0.10828499999999999,0.105273,0.092008,0.084938,0.09713,0.115303,0.0883,0.10572100000000001
3520,0.11777699999999999,0.097795,0.086359,0.10413800000000001,0.101301,0.08268099999999999,0.119994,0.106579,0.117084,0.094778,0.09746,0.114231
3530,0.10412,0.104519,0.10855799999999999,0.092334,0.105432,0.096747,0.094823,0.101104,0.103967,0.103253,0.097649,0.098218
3540,0.12251300000000001,0.10265099999999999,0.093922,0.100587,0.101204,0.10134299999999999,0.098173,0.109319,0.089789,0.108146,0.10961199999999999,0.09294
3550,0.10654000000000001,0.10779100000000001,0.09133200000000001,0.11569000000000002,0.11131700000000001,0.09067599999999999,0.097423,0.095307,0.092946,0.12086300000000001,0.108778,0.099253
3560,0.105521,0.106529,0.07976699999999999,0.10316900000000001,0.10678900000000001,0.09544,0.095981,0.09892000000000001,0.08930199999999999,0.114675,0.112186,0.11148499999999999
3570,0.095539,0.112178,0.103657,0.09690700000000001,0.10776400000000001,0.090913,0.11102999999999999,0.097468,0.084603,0.107102,0.10275999999999999,0.10703900000000001
3580,0.108493,0.096074,0.097798,0.11768599999999999,0.108275,0.111135,0.114819,0.113515,0.105618,0.10255399999999999,0.105718,0.10438299999999999
3590,0.11889000000000001,0.118421,0.11221199999999999,0.105486,0.12229300000000001,0.094698,0.103208,0.10983399999999999,0.088665,0.10643299999999999,0.119344,0.099902
3600,0.10429100000000001,0.11723,0.105137,0.104394,0.11199200000000001,0.09682,0.103878,0.10643699999999999,0.087061,0.113284,0.089633,0.11158599999999999
3610,0.101814,0.10254500000000001,0.08958300000000001,0.097291,0.104174,0.105072,0.109779,0.10684400000000001,0.08995399999999999,0.102769,0.111937,0.11299000000000001
3620,0.10607799999999999,0.099757,0.101523,0.105218,0.10991600000000001,0.098373,0.10803900000000001,0.11816900000000001,0.097523,0.099788,0.108348,0.115405
3630,0.10353299999999999,0.104038,0.10908,0.12340699999999999,0.099969,0.102261,0.09955900000000001,0.11373699999999999,0.093438,0.10322100000000001,0.099209,0.11988900000000001
3640,0.10601600000000001,0.106244,0.105271,0.120026,0.10283900000000001,0.10213799999999999,0.108056,0.10690799999999999,0.08489400000000001,0.101759,0.096688,0.107243
3650,0.102431,0.103844,0.099905,0.11268299999999999,0.110391,0.101798,0.105814,0.114042,0.10723900000000001,0.10179400000000001,0.10337400000000001,0.09857
3660,0.11263699999999999,0.11941700000000001,0.096872,0.11277100000000001,0.11049,0.097867,0.111124,0.119749,0.09933,0.094043,0.107482,0.100245
3670,0.09691799999999999,0.10408699999999999,0.10381099999999999,0.131141,0.10595999999999998,0.1102,0.11271199999999999,0.131497,0.09711,0.100087,0.09262000000000001,0.09145700000000001
3680,0.100982,0.10791300000000001,0.09763,0.12084400000000001,0.11413499999999999,0.10080499999999999,0.109358,0.112951,0.09723899999999999,0.103397,0.10692,0.103027
