hours,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09,group_10,group_11,group_12
2220,0.077224,0.086873,0.074247,0.079709,0.075295,0.069581,0.063685,0.082234,0.074149,0.073096,0.065177,0.087495
2230,0.065708,0.071482,0.070676,0.081898,0.074515,0.071913,0.06727,0.095695,0.075569,0.075176,0.071,0.076584
2240,0.063067,0.072223,0.065914,0.093073,0.071873,0.067005,0.062392,0.072904,0.077537,0.078162,0.069659,0.085064
2250,0.075173,0.074522,0.074043,0.087794,0.066632,0.077594,0.063567,0.075419,0.079222,0.082724,0.068775,0.089984
2260,0.072247,0.070553,0.06173,0.082116,0.074706,0.075346,0.076152,0.075969,0.078096,0.07202,0.069855,0.076494
2270,0.070608,0.079427,0.062062,0.091258,0.062906,0.070234,0.06627,0.088523,0.075218,0.079031,0.071364,0.067602
2280,0.068838,0.069428,0.067224,0.075716,0.085665,0.067456,0.070491,0.078371,0.078908,0.081754,0.067727,0.07921
2290,0.0745,0.081381,0.061996,0.076573,0.076716,0.06163,0.074843,0.099018,0.080784,0.08741,0.062882,0.084217
2300,0.072444,0.074385,0.065857,0.090162,0.075337,0.068837,0.0618,0.089534,0.073295,0.081111,0.062811,0.07577
2310,0.078137,0.073368,0.057276,0.08765,0.074418,0.067927,0.070787,0.076606,0.078356,0.078207,0.061717,0.085608
2320,0.075432,0.081956,0.070635,0.084951,0.075179,0.071053,0.063452,0.078292,0.079348,0.077029,0.063023,0.07321
2330,0.070822,0.089746,0.06406,0.090904,0.072012,0.061324,0.072115,0.079175,0.084805,0.093436,0.069195,0.089114
2340,0.080667,0.087889,0.066608,0.093858,0.074012,0.061753,0.077757,0.076741,0.084199,0.075457,0.070791,0.071518
2350,0.069138,0.082479,0.068121,0.090937,0.0658,0.08205,0.068724,0.068311,0.087346,0.08691,0.05917,0.078952
2360,0.079307,0.07989,0.065238,0.091683,0.082587,0.078646,0.075031,0.086589,0.085021,0.075398,0.062126,0.0742
2370,0.082589,0.095377,0.059701,0.079827,0.069119,0.062648,0.070632,0.065167,0.085762,0.083137,0.081779,0.084351
2380,0.07037,0.083989,0.069296,0.098511,0.076733,0.076609,0.069831,0.0814,0.087932,0.086996,0.075146,0.080896
2390,0.073837,0.080626,0.072246,0.091767,0.085408,0.068786,0.068257,0.077179,0.097331,0.093477,0.080653,0.084094
2400,0.060744,0.089166,0.070332,0.086708,0.081357,0.075805,0.061621,0.08049,0.088124,0.068085,0.066697,0.083364
2410,0.066903,0.086086,0.065447,0.095498,0.068546,0.083406,0.070016,0.057775,0.07845,0.082087,0.065175,0.095564
2420,0.067142,0.085624,0.067032,0.08949,0.077395,0.082958,0.064857,0.07646,0.085771,0.086021,0.070234,0.092928
2430,0.068229,0.088868,0.070428,0.099263,0.077299,0.068183,0.07201,0.067833,0.072263,0.078288,0.067475,0.071033
2440,0.075035,0.074922,0.064132,0.092207,0.082742,0.07984,0.060727,0.068672,0.09176,0.089864,0.076134,0.090062
2450,0.070029,0.08781,0.072245,0.09435,0.083299,0.080305,0.069702,0.07986,0.085104,0.082117,0.071553,0.08781
2460,0.06909,0.073619,0.074161,0.08806,0.085828,0.077064,0.069728,0.08008,0.079892,0.086939,0.070332,0.088147
2470,0.073349,0.082982,0.077437,0.083734,0.088774,0.073536,0.063379,0.080439,0.082891,0.084417,0.064836,0.086626
2480,0.07166,0.082009,0.069887,0.092413,0.069608,0.074334,0.064737,0.078988,0.093438,0.070357,0.064686,0.092698
2490,0.072139,0.088851,0.070713,0.07844,0.081927,0.077629,0.06449,0.061153,0.088306,0.085892,0.067903,0.071928
2500,0.074857,0.079564,0.074419,0.081951,0.070023,0.072467,0.07092,0.079897,0.090778,0.100708,0.075536,0.075188
2510,0.067826,0.098814,0.070528,0.082942,0.07438,0.081781,0.069242,0.063854,0.09856,0.076304,0.061846,0.071919
2520,0.083311,0.088335,0.073699,0.083198,0.074474,0.073139,0.074691,0.06585,0.086878,0.098993,0.058925,0.076063
2530,0.073766,0.083674,0.069817,0.091004,0.081023,0.069899,0.067907,0.074609,0.098465,0.090679,0.074039,0.076538
2540,0.073569,0.100117,0.069639,0.072015,0.059508,0.069235,0.065866,0.06383,0.095973,0.089707,0.078823,0.086701
2550,0.071171,0.089903,0.07242,0.079143,0.082956,0.08483,0.061718,0.079348,0.100371,0.089589,0.078076,0.075527
2560,0.080346,0.094802,0.078001,0.087062,0.081543,0.090645,0.070336,0.064935,0.093114,0.076741,0.079182,0.095562
2570,0.067022,0.093187,0.069978,0.077324,0.081304,0.07678,0.060591,0.06684,0.081765,0.095518,0.071345,0.071106
2580,0.079965,0.092379,0.07183,0.091394,0.084176,0.075173,0.075062,0.076624,0.090184,0.095293,0.077655,0.076153
2590,0.077928,0.096788,0.078138,0.088984,0.082054,0.080939,0.061419,0.06817,0.094561,0.08995,0.081274,0.089339
2600,0.073352,0.087632,0.079366,0.097005,0.075816,0.078921,0.062325,0.059417,0.096655,0.088602,0.090666,0.093681
2610,0.073272,0.08596,0.075243,0.090626,0.079315,0.085177,0.060676,0.065635,0.08883,0.089622,0.085479,0.086799
2620,0.085769,0.078189,0.08039,0.086708,0.075228,0.083025,0.051714,0.061601,0.086277,0.100427,0.090197,0.097366
2630,0.072086,0.093614,0.080732,0.085038,0.081073,0.084233,0.060407,0.076647,0.095826,0.082716,0.081547,0.090547
2640,0.070618,0.084229,0.077395,0.093834,0.084087,0.082997,0.060302,0.067901,0.092425,0.088105,0.089985,0.102181
2650,0.086226,0.080308,0.073668,0.083159,0.08528,0.076577,0.059712,0.070306,0.094651,0.0981,0.087152,0.091494
2660,0.079099,0.080778,0.081622,0.083585,0.070361,0.085316,0.061807,0.08101,0.087858,0.090697,0.068323,0.101241
2670,0.069411,0.08519,0.074325,0.08455,0.081551,0.084839,0.066636,0.072825,0.085331,0.103195,0.07892,0.090824
2680,0.091783,0.093586,0.07817,0.088537,0.080381,0.082173,0.057997,0.085358,0.078413,0.093186,0.078216,0.090761
2690,0.083512,0.085282,0.075029,0.077244,0.085903,0.080446,0.069818,0.078353,0.098321,0.096531,0.089747,0.09508
2700,0.089526,0.077224,0.073503,0.074041,0.076477,0.076637,0.069245,0.079377,0.092102,0.109339,0.069576,0.096696
2710,0.089936,0.100884,0.074673,0.059863,0.090004,0.074968,0.076199,0.073905,0.093976,0.094944,0.08368,0.09539
2720,0.088824,0.089193,0.079348,0.078483,0.075368,0.076706,0.058238,0.060301,0.095527,0.105127,0.081065,0.086895
2730,0.095591,0.094927,0.080207,0.088563,0.087713,0.067927,0.071454,0.080841,0.094608,0.110625,0.094851,0.096402
2740,0.080201,0.080189,0.08588,0.078528,0.077269,0.077808,0.075315,0.060086,0.100549,0.105304,0.095131,0.097596
2750,0.082984,0.089678,0.075081,0.087739,0.079855,0.074244,0.072288,0.079285,0.086865,0.093919,0.097369,0.094983
2760,0.081552,0.097407,0.076701,0.086621,0.079746,0.080446,0.083071,0.078912,0.089232,0.104274,0.087737,0.102602
2770,0.094542,0.101292,0.083151,0.091495,0.084965,0.076563,0.078291,0.075139,0.091805,0.102082,0.08324,0.102941
2780,0.094193,0.100877,0.075067,0.075038,0.071408,0.085081,0.06224,0.081734,0.087373,0.101746,0.099436,0.084124
2790,0.090605,0.10004,0.075979,0.085933,0.088183,0.081411,0.082007,0.083919,0.075556,0.091377,0.086854,0.10281
2800,0.080573,0.09354,0.08158,0.079599,0.089054,0.076412,0.070559,0.084755,0.088319,0.091858,0.084596,0.099898
2810,0.100472,0.0921,0.08277,0.086185,0.090979,0.079917,0.054813,0.08874,0.092255,0.089321,0.099718,0.097361
2820,0.097519,0.090122,0.07755,0.086327,0.106272,0.075429,0.069351,0.074852,0.073775,0.088582,0.08166,0.093556
2830,0.091048,0.093186,0.076982,0.088336,0.085478,0.084584,0.071219,0.076142,0.078811,0.084865,0.099209,0.095347
2840,0.097377,0.094157,0.070201,0.079504,0.089922,0.082774,0.071331,0.078352,0.086589,0.090111,0.100142,0.088772
2850,0.094662,0.10204,0.071197,0.087959,0.098599,0.079276,0.067676,0.095017,0.088861,0.100208,0.093304,0.099376
2860,0.095858,0.095598,0.06618,0.083468,0.091438,0.081773,0.075997,0.085775,0.075802,0.101008,0.092852,0.109993
2870,0.098113,0.096451,0.072217,0.097824,0.095423,0.070113,0.079707,0.079186,0.079205,0.087359,0.099572,0.097105
2880,0.0942,0.096009,0.066823,0.112485,0.096735,0.081889,0.080058,0.091609,0.073166,0.099881,0.08517,0.106286
2890,0.098485,0.105665,0.071993,0.087315,0.093651,0.077514,0.071752,0.086583,0.085463,0.082528,0.09459,0.102888
2900,0.107394,0.105009,0.073241,0.082732,0.093811,0.069528,0.078121,0.07627,0.090951,0.100085,0.090369,0.103839
2910,0.097585,0.104606,0.064861,0.085334,0.104475,0.065372,0.088418,0.079918,0.095035,0.093946,0.087335,0.100352
2920,0.097594,0.103822,0.074772,0.095654,0.090273,0.080883,0.081995,0.080707,0.076485,0.098147,0.098189,0.08982
2930,0.102929,0.103372,0.07866,0.09296,0.083087,0.079676,0.079159,0.08967,0.090227,0.092436,0.090282,0.10326
2940,0.09524,0.109433,0.066597,0.083297,0.094008,0.074551,0.08815,0.068305,0.090953,0.089063,0.096169,0.11084
2950,0.103103,0.107987,0.065929,0.090361,0.084698,0.071434,0.090277,0.073038,0.096209,0.096525,0.09552,0.105545
2960,0.109399,0.101087,0.072023,0.086646,0.084975,0.066749,0.077762,0.081021,0.087505,0.089816,0.091821,0.095881
2970,0.1052,0.102471,0.07044,0.086167,0.10956,0.070059,0.085379,0.094458,0.080687,0.088229,0.090123,0.088822
2980,0.102639,0.108527,0.071876,0.085834,0.093118,0.076946,0.086189,0.091518,0.086924,0.084061,0.109307,0.113121
2990,0.0915,0.109745,0.068049,0.107831,0.114765,0.073324,0.095001,0.080739,0.082685,0.081264,0.089817,0.084512
3000,0.084279,0.104872,0.077657,0.094673,0.107892,0.085743,0.087659,0.089828,0.086599,0.084552,0.093825,0.089269
3010,0.096743,0.108043,0.076854,0.113326,0.11111,0.076341,0.073965,0.092526,0.08886,0.084984,0.10416,0.101271
3020,0.095839,0.102294,0.070222,0.09828,0.106032,0.077509,0.087108,0.093148,0.086048,0.085714,0.097725,0.10438
3030,0.095542,0.118589,0.08226,0.109222,0.10685,0.086267,0.088249,0.079493,0.085674,0.08446,0.10055,0.098482
3040,0.093751,0.099377,0.073774,0.090265,0.107907,0.083403,0.105084,0.083286,0.081048,0.081545,0.09713,0.104358
3050,0.102996,0.101802,0.068583,0.099338,0.102739,0.088507,0.09287,0.09562,0.089334,0.089333,0.087205,0.099345
3060,0.09039,0.107467,0.080808,0.092342,0.113326,0.076292,0.089761,0.085053,0.088121,0.088902,0.091439,0.094775
3070,0.102824,0.099766,0.078319,0.094829,0.096719,0.087386,0.088096,0.099607,0.093053,0.085046,0.095482,0.095702
3080,0.098051,0.104307,0.080274,0.098689,0.114677,0.084323,0.084578,0.093428,0.087792,0.074032,0.088295,0.087128
3090,0.09708,0.110413,0.075039,0.093339,0.090899,0.079981,0.08685,0.082478,0.096969,0.079041,0.092192,0.101851
3100,0.094539,0.105181,0.073148,0.100828,0.089608,0.079615,0.098691,0.092306,0.086323,0.090659,0.085627,0.093141
3110,0.09178,0.096972,0.074377,0.075513,0.109746,0.081165,0.0913,0.090651,0.096449,0.097748,0.089628,0.086363
3120,0.098889,0.106799,0.085541,0.083724,0.098129,0.084286,0.087282,0.093001,0.088424,0.081326,0.098299,0.074665
3130,0.099627,0.11096,0.075476,0.085788,0.101413,0.079427,0.099404,0.086531,0.093781,0.083951,0.086618,0.099763
3140,0.095358,0.101624,0.061318,0.095415,0.097922,0.090085,0.097351,0.077171,0.087052,0.086245,0.085645,0.088944
3150,0.102264,0.098317,0.083073,0.097101,0.101073,0.088114,0.101023,0.079054,0.108716,0.093503,0.100218,0.099242
3160,0.079829,0.11756,0.088946,0.089557,0.096303,0.095134,0.101159,0.082262,0.091013,0.096222,0.090633,0.110257
3170,0.099618,0.120248,0.082257,0.099286,0.103734,0.091661,0.092806,0.080231,0.09201,0.092882,0.088739,0.095257
3180,0.0996,0.112141,0.097566,0.112787,0.110485,0.082873,0.08914,0.091342,0.097267,0.081084,0.092621,0.090391
3190,0.097867,0.113414,0.091692,0.095345,0.105751,0.089349,0.088576,0.095704,0.091996,0.087371,0.099151,0.095051
3200,0.082686,0.105419,0.082741,0.075279,0.10371,0.09081,0.09641,0.084421,0.094831,0.093575,0.09591,0.092493
3210,0.0877,0.112617,0.089266,0.10845,0.101926,0.084326,0.081759,0.086129,0.085413,0.09301,0.086468,0.094981
3220,0.087864,0.114454,0.093053,0.103112,0.11724,0.09488,0.099305,0.093793,0.086136,0.094999,0.089519,0.102948
3230,0.105884,0.115418,0.093173,0.090526,0.102615,0.094867,0.086237,0.089191,0.103073,0.10396,0.095529,0.099347
3240,0.096147,0.100672,0.09023,0.10857,0.106905,0.097489,0.095787,0.097018,0.093085,0.09321,0.098953,0.098395
3250,0.092556,0.11202,0.090754,0.102145,0.109455,0.089673,0.100554,0.102885,0.096919,0.095857,0.091027,0.106389
3260,0.091651,0.10253,0.085373,0.087855,0.107451,0.106936,0.0961,0.094093,0.098421,0.10011,0.094413,0.094435
3270,0.0944,0.100728,0.091818,0.093664,0.097066,0.097034,0.092078,0.103173,0.103902,0.102205,0.08949,0.098585
3280,0.097388,0.091976,0.096459,0.098016,0.115671,0.111301,0.092081,0.094141,0.095583,0.104639,0.083607,0.083517
3290,0.094441,0.108614,0.096703,0.103366,0.105923,0.095378,0.08862,0.085363,0.098745,0.096182,0.091471,0.096635
3300,0.099955,0.089983,0.085228,0.095667,0.097049,0.09622,0.098103,0.087604,0.103307,0.098626,0.091091,0.091638
3310,0.104654,0.105081,0.091976,0.083928,0.094396,0.083099,0.088885,0.085045,0.095619,0.092436,0.094683,0.094819
3320,0.095261,0.098087,0.092537,0.097873,0.107677,0.091537,0.091601,0.091247,0.097208,0.106346,0.090881,0.089372
3330,0.102642,0.099377,0.088359,0.093714,0.087907,0.088624,0.097244,0.086809,0.0994,0.097245,0.097411,0.091063
3340,0.104017,0.103312,0.090118,0.086045,0.104484,0.09583,0.093678,0.088827,0.093763,0.100422,0.092104,0.086063
3350,0.10271,0.102272,0.090088,0.089537,0.096544,0.105568,0.096745,0.080556,0.1106,0.106027,0.106518,0.106254
3360,0.102364,0.103351,0.093512,0.10506,0.10127,0.089656,0.093398,0.096147,0.10347,0.095878,0.113209,0.11278
3370,0.09495,0.112405,0.093416,0.093241,0.104233,0.098513,0.098311,0.088553,0.089693,0.099288,0.097198,0.097257
3380,0.107086,0.107304,0.099673,0.094213,0.088799,0.097212,0.095028,0.096871,0.081184,0.094945,0.098901,0.106774
3390,0.094615,0.102077,0.095815,0.086292,0.091817,0.113166,0.087256,0.080285,0.087869,0.106573,0.093348,0.103025
3400,0.098402,0.101986,0.093447,0.096375,0.09711,0.100539,0.091703,0.093833,0.105076,0.093421,0.097919,0.098561
3410,0.098167,0.110595,0.098052,0.091678,0.09503,0.090242,0.084464,0.100428,0.086269,0.097382,0.101998,0.100851
3420,0.108215,0.097496,0.095832,0.086836,0.112375,0.107913,0.085036,0.094204,0.095683,0.109752,0.104114,0.106424
3430,0.101298,0.107101,0.099928,0.087419,0.104754,0.1014,0.10078,0.102244,0.103753,0.108033,0.103625,0.117387
3440,0.095646,0.100743,0.097606,0.09581,0.112879,0.093604,0.084979,0.118278,0.109069,0.10493,0.113628,0.102481
3450,0.099614,0.095404,0.096051,0.085951,0.096839,0.106127,0.091379,0.112354,0.092855,0.096104,0.103642,0.107114
3460,0.091311,0.09156,0.092471,0.100686,0.104538,0.101648,0.08934,0.095253,0.108389,0.105012,0.09842,0.108616
3470,0.108444,0.096603,0.087777,0.102231,0.102925,0.096,0.099907,0.096392,0.098884,0.109388,0.091747,0.10808
3480,0.123201,0.121594,0.098706,0.096585,0.11282,0.101601,0.096149,0.108371,0.094273,0.107871,0.11372,0.109742
3490,0.0962,0.097239,0.092063,0.102288,0.108287,0.099021,0.106851,0.101133,0.103725,0.102231,0.099191,0.094064
3500,0.108414,0.090858,0.090258,0.107003,0.10258,0.085631,0.096594,0.092583,0.100175,0.09847,0.102386,0.107992
3510,0.116596,0.12043,0.090214,0.086415,0.108285,0.105273,0.092008,0.084938,0.09713,0.115303,0.0883,0.105721
3520,0.117777,0.097795,0.086359,0.104138,0.101301,0.082681,0.119994,0.106579,0.117084,0.094778,0.09746,0.114231
3530,0.10412,0.104519,0.108558,0.092334,0.105432,0.096747,0.094823,0.101104,0.103967,0.103253,0.097649,0.098218
3540,0.122513,0.102651,0.093922,0.100587,0.101204,0.101343,0.098173,0.109319,0.089789,0.108146,0.109612,0.09294
3550,0.10654,0.107791,0.091332,0.11569,0.111317,0.090676,0.097423,0.095307,0.092946,0.120863,0.108778,0.099253
3560,0.105521,0.106529,0.079767,0.103169,0.106789,0.09544,0.095981,0.09892,0.089302,0.114675,0.112186,0.111485
3570,0.095539,0.112178,0.103657,0.096907,0.107764,0.090913,0.11103,0.097468,0.084603,0.107102,0.10276,0.107039
3580,0.108493,0.096074,0.097798,0.117686,0.108275,0.111135,0.114819,0.113515,0.105618,0.102554,0.105718,0.104383
3590,0.11889,0.118421,0.112212,0.105486,0.122293,0.094698,0.103208,0.109834,0.088665,0.106433,0.119344,0.099902
3600,0.104291,0.11723,0.105137,0.104394,0.111992,0.09682,0.103878,0.106437,0.087061,0.113284,0.089633,0.111586
3610,0.101814,0.102545,0.089583,0.097291,0.104174,0.105072,0.109779,0.106844,0.089954,0.102769,0.111937,0.11299
3620,0.106078,0.099757,0.101523,0.105218,0.109916,0.098373,0.108039,0.118169,0.097523,0.099788,0.108348,0.115405
3630,0.103533,0.104038,0.10908,0.123407,0.099969,0.102261,0.099559,0.113737,0.093438,0.103221,0.099209,0.119889
3640,0.106016,0.106244,0.105271,0.120026,0.102839,0.102138,0.108056,0.106908,0.084894,0.101759,0.096688,0.107243
3650,0.102431,0.103844,0.099905,0.112683,0.110391,0.101798,0.105814,0.114042,0.107239,0.101794,0.103374,0.09857
3660,0.112637,0.119417,0.096872,0.112771,0.11049,0.097867,0.111124,0.119749,0.09933,0.094043,0.107482,0.100245
3670,0.096918,0.104087,0.103811,0.131141,0.10596,0.1102,0.112712,0.131497,0.09711,0.100087,0.09262,0.091457
3680,0.100982,0.107913,0.09763,0.120844,0.114135,0.100805,0.109358,0.112951,0.097239,0.103397,0.10692,0.103027
3690,0.107356,0.102239,0.100095,0.110895,0.110606,0.089689,0.120065,0.099895,0.095513,0.100989,0.091333,0.094437
3700,0.114431,0.111826,0.093944,0.115182,0.109638,0.090526,0.116124,0.118201,0.109532,0.111037,0.092408,0.114833
3710,0.112629,0.129035,0.097355,0.120382,0.107618,0.107624,0.126106,0.110807,0.101511,0.096841,0.103907,0.123971
3720,0.108422,0.113331,0.093858,0.11857,0.123547,0.105924,0.110106,0.121167,0.10179,0.099119,0.079246,0.101921
3730,0.115718,0.125924,0.089404,0.109582,0.110226,0.09593,0.114741,0.099367,0.112065,0.106341,0.109467,0.08646
3740,0.11162,0.112812,0.094989,0.132794,0.123039,0.110529,0.126659,0.127471,0.102843,0.095791,0.098209,0.104354
3750,0.088961,0.116146,0.097456,0.116662,0.09428,0.093915,0.113175,0.105965,0.114473,0.111215,0.101036,0.103108
3760,0.100259,0.124881,0.098917,0.118487,0.113083,0.104101,0.11695,0.094533,0.103364,0.10283,0.106802,0.101378
3770,0.100541,0.124489,0.105975,0.11494,0.124216,0.097628,0.10903,0.121121,0.112741,0.105331,0.103297,0.085876
3780,0.094231,0.127279,0.113284,0.118204,0.106222,0.112092,0.116873,0.115862,0.098554,0.101974,0.0936,0.102682
3790,0.104861,0.11491,0.100704,0.110979,0.106775,0.112275,0.118899,0.122422,0.112605,0.108266,0.094584,0.109301
3800,0.108576,0.107461,0.106144,0.13462,0.11788,0.118848,0.111198,0.119228,0.11064,0.104316,0.09383,0.10782
3810,0.095684,0.123856,0.111445,0.128742,0.112894,0.116375,0.115647,0.100874,0.096568,0.089691,0.105187,0.108437
3820,0.088372,0.112016,0.119519,0.124959,0.113963,0.117961,0.118311,0.113276,0.095727,0.107435,0.099479,0.111488
3830,0.103409,0.12148,0.108696,0.118283,0.1176,0.121482,0.115782,0.125521,0.106677,0.121518,0.099014,0.107471
3840,0.099062,0.106984,0.109522,0.131768,0.114963,0.125862,0.115241,0.116433,0.107253,0.119704,0.091202,0.109813
3850,0.097834,0.113104,0.111499,0.129808,0.109746,0.116592,0.107918,0.125245,0.109711,0.10106,0.108102,0.101746
3860,0.101206,0.121173,0.115021,0.128224,0.123981,0.113034,0.103175,0.112425,0.099372,0.091561,0.098697,0.107483
3870,0.099318,0.109701,0.107503,0.129836,0.116357,0.116529,0.121222,0.124853,0.116946,0.098838,0.101678,0.099136
3880,0.105421,0.11552,0.106917,0.126673,0.115687,0.113715,0.114701,0.130493,0.113088,0.118182,0.10064,0.112148
3890,0.099949,0.111243,0.112089,0.128389,0.102968,0.122046,0.124995,0.121031,0.112255,0.118507,0.089066,0.099835
3900,0.101489,0.113869,0.125904,0.139631,0.115409,0.112173,0.114713,0.12169,0.097073,0.124791,0.094456,0.104801
3910,0.118075,0.127748,0.111649,0.137483,0.108701,0.12314,0.111758,0.115325,0.113338,0.112424,0.103247,0.112536
3920,0.111051,0.107104,0.122521,0.123888,0.109125,0.11607,0.126702,0.131587,0.116967,0.121016,0.089352,0.109498
3930,0.113271,0.12395,0.111991,0.114525,0.112149,0.121699,0.115548,0.11819,0.11663,0.131376,0.092765,0.110208
3940,0.107721,0.110537,0.108648,0.135232,0.109635,0.116659,0.109549,0.111942,0.123836,0.120176,0.097603,0.106488
3950,0.112752,0.124321,0.118244,0.122033,0.108679,0.120129,0.127661,0.106551,0.132946,0.123547,0.103488,0.10496
3960,0.104255,0.110092,0.119105,0.11294,0.112977,0.1368,0.11936,0.123794,0.132471,0.133961,0.098083,0.109029
3970,0.093696,0.10563,0.119323,0.109624,0.09551,0.134068,0.117849,0.124572,0.115359,0.126334,0.11347,0.096837
3980,0.100649,0.109806,0.114942,0.134134,0.119057,0.121812,0.11639,0.113345,0.1195,0.128722,0.110086,0.104083
3990,0.096487,0.10229,0.118965,0.116491,0.118349,0.127603,0.100671,0.112528,0.109961,0.124371,0.104842,0.116637
4000,0.096313,0.109452,0.131897,0.123129,0.111708,0.132726,0.115919,0.10432,0.115252,0.125651,0.107316,0.112119
4010,0.097502,0.1338,0.136227,0.138055,0.102724,0.132148,0.102838,0.09873,0.116934,0.129469,0.114191,0.104929
4020,0.090513,0.107051,0.125105,0.133053,0.105122,0.117122,0.107123,0.117453,0.116851,0.12265,0.099326,0.120259
4030,0.103752,0.113314,0.125708,0.126147,0.112514,0.122656,0.106647,0.12155,0.110054,0.12111,0.096372,0.111506
4040,0.092027,0.101781,0.128682,0.120682,0.107067,0.129975,0.11655,0.141047,0.134058,0.120841,0.099146,0.121808
4050,0.096164,0.099819,0.120413,0.122881,0.112379,0.127822,0.109982,0.123094,0.110722,0.129886,0.110351,0.11215
4060,0.104865,0.109376,0.132498,0.134783,0.121847,0.118066,0.110371,0.134048,0.122655,0.131736,0.111804,0.097222
4070,0.088556,0.109524,0.126328,0.131578,0.12584,0.127244,0.104415,0.136333,0.132608,0.149155,0.104678,0.111591
4080,0.115802,0.112663,0.13242,0.130068,0.102206,0.124386,0.112207,0.120236,0.120899,0.115662,0.107336,0.103639
4090,0.11112,0.106578,0.11166,0.116314,0.107442,0.129648,0.105775,0.126124,0.127775,0.131982,0.105778,0.107718
4100,0.102185,0.121756,0.133162,0.122333,0.110065,0.140393,0.11872,0.125043,0.118356,0.126887,0.110055,0.10913
4110,0.095873,0.093134,0.116459,0.137345,0.113882,0.126307,0.126397,0.119763,0.129548,0.120786,0.111244,0.109888
4120,0.110237,0.121109,0.13607,0.152795,0.096211,0.11906,0.116521,0.134887,0.127059,0.147466,0.098536,0.123442
4130,0.11103,0.112314,0.123351,0.129056,0.111931,0.124018,0.122504,0.127993,0.113197,0.133267,0.117206,0.11194
4140,0.118775,0.107445,0.117644,0.117313,0.110925,0.120109,0.11662,0.124572,0.119388,0.130894,0.096424,0.112799
4150,0.110592,0.129465,0.123904,0.122566,0.133302,0.12416,0.109235,0.129035,0.133174,0.144206,0.100342,0.111166
4160,0.111393,0.126973,0.118614,0.128517,0.109374,0.127485,0.107923,0.120216,0.130789,0.133488,0.100094,0.12144
4170,0.129544,0.118849,0.131849,0.131054,0.123068,0.129135,0.114872,0.14047,0.134288,0.118756,0.109105,0.108672
4180,0.129402,0.112868,0.124745,0.133468,0.111619,0.135793,0.107601,0.125507,0.129369,0.140364,0.121518,0.105672
4190,0.11445,0.116701,0.131417,0.135361,0.10735,0.136088,0.109293,0.133026,0.122555,0.1272,0.128529,0.134371
4200,0.107646,0.132478,0.127508,0.136349,0.115416,0.133621,0.109186,0.119103,0.129834,0.12828,0.112648,0.123907
4210,0.105626,0.109793,0.11974,0.126594,0.129371,0.128462,0.118916,0.135026,0.137846,0.129561,0.115052,0.118044
4220,0.124415,0.116048,0.123468,0.138186,0.122474,0.120198,0.1197,0.131195,0.112389,0.148251,0.113929,0.115523
4230,0.105654,0.131778,0.126665,0.143316,0.113136,0.122221,0.110214,0.136334,0.116339,0.141907,0.123998,0.11643
4240,0.106858,0.121381,0.122997,0.136723,0.11676,0.127205,0.118928,0.14337,0.134056,0.137715,0.117122,0.143777
4250,0.108281,0.117084,0.119567,0.137246,0.127522,0.135765,0.113086,0.143285,0.123611,0.138097,0.109355,0.11989
4260,0.118352,0.116255,0.123001,0.129674,0.125727,0.13147,0.117519,0.117502,0.119578,0.144709,0.116578,0.131269
4270,0.107911,0.135919,0.111307,0.134794,0.11998,0.119677,0.122085,0.110626,0.140941,0.140912,0.109528,0.134079
4280,0.124663,0.123367,0.113741,0.13048,0.113518,0.116198,0.118509,0.133978,0.136126,0.122015,0.099966,0.128765
4290,0.12066,0.118515,0.119976,0.140639,0.123681,0.136244,0.125211,0.139608,0.115844,0.135477,0.124073,0.112413
4300,0.120345,0.116244,0.116497,0.138483,0.126599,0.110114,0.124969,0.15868,0.117399,0.138979,0.115352,0.114263
4310,0.135838,0.131479,0.118167,0.132134,0.123976,0.123411,0.121739,0.131956,0.129814,0.139502,0.108629,0.131966
4320,0.115227,0.121708,0.12321,0.122136,0.108153,0.134645,0.131045,0.142707,0.141025,0.139861,0.087279,0.126342
4330,0.118591,0.123229,0.11572,0.160448,0.104891,0.131324,0.122224,0.125079,0.129955,0.143679,0.104543,0.124005
4340,0.117178,0.129867,0.110755,0.128277,0.112538,0.124132,0.131199,0.15579,0.132184,0.145857,0.118712,0.129516
4350,0.116982,0.134717,0.118008,0.149115,0.119862,0.128484,0.120779,0.136722,0.135133,0.13588,0.10371,0.136736
4360,0.123569,0.125457,0.122528,0.146797,0.11906,0.137986,0.121841,0.130853,0.139069,0.136824,0.112445,0.110905
4370,0.111378,0.133204,0.120805,0.143295,0.106794,0.121256,0.120939,0.140015,0.149803,0.144075,0.099995,0.12246
4380,0.124656,0.139143,0.127379,0.166697,0.118838,0.128741,0.118633,0.139232,0.119671,0.142248,0.118719,0.104889
4390,0.129185,0.129534,0.126264,0.144597,0.111802,0.129089,0.130095,0.134616,0.123334,0.13731,0.118613,0.125388
4400,0.119302,0.124245,0.129853,0.160178,0.123527,0.12843,0.113546,0.12695,0.147428,0.126071,0.129723,0.117937
4410,0.094763,0.130672,0.12845,0.152987,0.116882,0.129433,0.13364,0.129873,0.130169,0.14009,0.120768,0.129587
4420,0.107135,0.129561,0.11799,0.137353,0.118435,0.13735,0.11836,0.14799,0.131082,0.136662,0.111614,0.146047
