time_hours,T_stable_K,t_cool_s,sigma_T_K,group_id
6420,83.2921735,373.3286137,1.788269228,2
6430,83.29217465,373.6024021,1.790663991,2
6440,83.29217577,373.8770473,1.793058754,2
6450,83.29217688,374.1525521,1.795453518,2
6460,83.29217797,374.4289193,1.797848281,2
6470,83.29217903,374.7061515,1.800243045,2
6480,83.29218008,374.9842515,1.802637808,2
6490,83.29218111,375.263222,1.805032571,2
6500,83.29218213,375.5430659,1.807427335,2
6510,83.29218312,375.8237858,1.809822098,2
6520,83.2921841,376.1053845,1.812216862,2
6530,83.29218506,376.3878649,1.814611625,2
6540,83.29218601,376.6712297,1.817006388,2
6550,83.29218693,376.9554817,1.819401152,2
6560,83.29218785,377.2406237,1.821795915,2
6570,83.29218874,377.5266586,1.824190679,2
6580,83.29218962,377.8135891,1.826585442,2
6590,83.29219049,378.1014182,1.828980205,2
6600,83.29219134,378.3901486,1.831374969,2
6610,83.29219217,378.6797832,1.833769732,2
6620,83.29219299,378.9703249,1.836164496,2
6630,83.2921938,379.2617765,1.838559259,2
6640,83.29219459,379.554141,1.840954023,2
6650,83.29219537,379.8474212,1.843348786,2
6660,83.29219613,380.14162,1.845743549,2
6670,83.29219688,380.4367403,1.848138313,2
6680,83.29219762,380.7327851,1.850533076,2
6690,83.29219835,381.0297573,1.85292784,2
6700,83.29219906,381.3276597,1.855322603,2
6710,83.29219976,381.6264955,1.857717366,2
6720,83.29220045,381.9262674,1.86011213,2
6730,83.29220112,382.2269786,1.862506893,2
6740,83.29220179,382.5286319,1.864901657,2
6750,83.29220244,382.8312303,1.86729642,2
6760,83.29220308,383.1347769,1.869691183,2
6770,83.29220371,383.4392746,1.872085947,2
6780,83.29220433,383.7447264,1.87448071,2
6790,83.29220494,384.0511355,1.876875474,2
6800,83.29220554,384.3585047,1.879270237,2
6810,83.29220612,384.6668372,1.881665,2
6820,83.2922067,384.9761359,1.884059764,2
6830,83.29220727,385.2864041,1.886454527,2
6840,83.29220782,385.5976446,1.888849291,2
6850,83.29220837,385.9098607,1.891244054,2
6860,83.29220891,386.2230553,1.893638818,2
6870,83.29220944,386.5372317,1.896033581,2
6880,83.29220996,386.8523928,1.898428344,2
6890,83.29221047,387.1685419,1.900823108,2
6900,83.29221097,387.485682,1.903217871,2
6910,83.29221146,387.8038163,1.905612635,2
6920,83.29221194,388.122948,1.908007398,2
6930,83.29221242,388.4430801,1.910402161,2
6940,83.29221289,388.764216,1.912796925,2
6950,83.29221334,389.0863587,1.915191688,2
6960,83.2922138,389.4095114,1.917586452,2
6970,83.29221424,389.7336773,1.919981215,2
6980,83.29221467,390.0588597,1.922375978,2
6990,83.2922151,390.3850617,1.924770742,2
7000,83.29221552,390.7122867,1.927165505,2
7010,83.29221593,391.0405378,1.929560269,2
7020,83.29221634,391.3698182,1.931955032,2
7030,83.29221674,391.7001313,1.934349796,2
7040,83.29221713,392.0314804,1.936744559,2
7050,83.29221752,392.3638686,1.939139322,2
7060,83.29221789,392.6972993,1.941534086,2
7070,83.29221827,393.0317758,1.943928849,2
7080,83.29221863,393.3673014,1.946323613,2
7090,83.29221899,393.7038794,1.948718376,2
7100,83.29221934,394.0415131,1.951113139,2
7110,83.29221969,394.380206,1.953507903,2
7120,83.29222003,394.7199613,1.955902666,2
7130,83.29222036,395.0607825,1.95829743,2
7140,83.29222069,395.4026728,1.960692193,2
7150,83.29222101,395.7456357,1.963086956,2
7160,83.29222133,396.0896747,1.96548172,2
7170,83.29222164,396.4347929,1.967876483,2
7180,83.29222195,396.780994,1.970271247,2
7190,83.29222225,397.1282814,1.97266601,2
7200,83.29222254,397.4766584,1.975060773,2
7210,83.29222284,397.8261285,1.977455537,2
7220,83.29222312,398.1766952,1.9798503,2
7230,83.2922234,398.528362,1.982245064,2
7240,83.29222368,398.8811324,1.984639827,2
7250,83.29222395,399.2350098,1.987034591,2
7260,83.29222421,399.5899977,1.989429354,2
7270,83.29222447,399.9460997,1.991824117,2
7280,83.29222473,400.3033193,1.994218881,2
7290,83.29222498,400.66166,1.996613644,2
7300,83.29222523,401.0211254,1.999008408,2
7310,83.29222547,401.3817191,2.001403171,2
7320,83.29222571,401.7434445,2.003797934,2
7330,83.29222595,402.1063054,2.006192698,2
7340,83.29222618,402.4703053,2.008587461,2
7350,83.29222641,402.8354478,2.010982225,2
7360,83.29222663,403.2017365,2.013376988,2
7370,83.29222685,403.5691751,2.015771751,2
7380,83.29222706,403.9377672,2.018166515,2
7390,83.29222728,404.3075164,2.020561278,2
7400,83.29222748,404.6784265,2.022956042,2
7410,83.29222769,405.0505011,2.025350805,2
7420,83.29222789,405.4237438,2.027745568,2
7430,83.29222809,405.7981584,2.030140332,2
7440,83.29222828,406.1737486,2.032535095,2
7450,83.29222847,406.5505182,2.034929859,2
7460,83.29222866,406.9284708,2.037324622,2
7470,83.29222884,407.3076102,2.039719386,2
7480,83.29222902,407.6879401,2.042114149,2
7490,83.2922292,408.0694644,2.044508912,2
7500,83.29222937,408.4521868,2.046903676,2
7510,83.29222954,408.8361111,2.049298439,2
7520,83.29222971,409.2212412,2.051693203,2
7530,83.29222988,409.6075807,2.054087966,2
7540,83.29223004,409.9951337,2.056482729,2
7550,83.2922302,410.3839038,2.058877493,2
7560,83.29223036,410.773895,2.061272256,2
7570,83.29223051,411.1651111,2.06366702,2
7580,83.29223066,411.5575561,2.066061783,2
7590,83.29223081,411.9512337,2.068456546,2
7600,83.29223096,412.346148,2.07085131,2
7610,83.2922311,412.7423028,2.073246073,2
7620,83.29223124,413.139702,2.075640837,2
7630,83.29223138,413.5383497,2.0780356,2
7640,83.29223152,413.9382496,2.080430363,2
7650,83.29223165,414.3394059,2.082825127,2
7660,83.29223178,414.7418225,2.08521989,2
7670,83.29223191,415.1455034,2.087614654,2
7680,83.29223204,415.5504526,2.090009417,2
7690,83.29223216,415.9566741,2.092404181,2
7700,83.29223229,416.3641719,2.094798944,2
7710,83.29223241,416.7729501,2.097193707,2
7720,83.29223252,417.1830127,2.099588471,2
7730,83.29223264,417.5943639,2.101983234,2
7740,83.29223276,418.0070076,2.104377998,2
7750,83.29223287,418.420948,2.106772761,2
7760,83.29223298,418.8361892,2.109167524,2
7770,83.29223309,419.2527353,2.111562288,2
7780,83.29223319,419.6705904,2.113957051,2
7790,83.2922333,420.0897587,2.116351815,2
7800,83.2922334,420.5102444,2.118746578,2
7810,83.2922335,420.9320516,2.121141341,2
7820,83.2922336,421.3551845,2.123536105,2
7830,83.2922337,421.7796472,2.125930868,2
7840,83.29223379,422.2054441,2.128325632,2
7850,83.29223389,422.6325794,2.130720395,2
7860,83.29223398,423.0610572,2.133115159,2
7870,83.29223407,423.4908818,2.135509922,2
7880,83.29223416,423.9220576,2.137904685,2
7890,83.29223425,424.3545887,2.140299449,2
7900,83.29223433,424.7884795,2.142694212,2
7910,83.29223442,425.2237343,2.145088976,2
7920,83.2922345,425.6603573,2.147483739,2
7930,83.29223458,426.098353,2.149878502,2
7940,83.29223466,426.5377257,2.152273266,2
7950,83.29223474,426.9784797,2.154668029,2
7960,83.29223482,427.4206194,2.157062793,2
7970,83.2922349,427.8641492,2.159457556,2
7980,83.29223497,428.3090735,2.161852319,2
7990,83.29223505,428.7553968,2.164247083,2
8000,83.29223512,429.2031234,2.166641846,2
0,76.31148821,306.2551603,0.316777677,3
10,76.41009921,306.3063517,0.319775279,3
20,76.50706103,306.3576994,0.32277288,3
30,76.60240125,306.409204,0.325770481,3
40,76.69614698,306.460866,0.328768083,3
50,76.7883249,306.5126859,0.331765684,3
60,76.87896123,306.5646642,0.334763286,3
70,76.96808174,306.6168014,0.337760887,3
80,77.05571179,306.669098,0.340758489,3
90,77.14187631,306.7215546,0.34375609,3
100,77.22659979,306.7741717,0.346753692,3
110,77.30990636,306.8269498,0.349751293,3
120,77.39181969,306.8798894,0.352748895,3
130,77.47236309,306.9329911,0.355746496,3
140,77.55155948,306.9862553,0.358744098,3
150,77.62943138,307.0396827,0.361741699,3
160,77.70600093,307.0932737,0.364739301,3
170,77.78128993,307.1470288,0.367736902,3
180,77.85531979,307.2009487,0.370734504,3
190,77.92811156,307.2550338,0.373732105,3
200,77.99968595,307.3092847,0.376729706,3
210,78.07006332,307.3637019,0.379727308,3
220,78.1392637,307.4182859,0.382724909,3
230,78.20730675,307.4730374,0.385722511,3
240,78.27421185,307.5279568,0.388720112,3
250,78.33999802,307.5830447,0.391717714,3
260,78.40468397,307.6383016,0.394715315,3
270,78.46828811,307.6937281,0.397712917,3
280,78.53082852,307.7493248,0.400710518,3
290,78.592323,307.8050922,0.40370812,3
300,78.65278904,307.8610308,0.406705721,3
310,78.71224383,307.9171412,0.409703323,3
320,78.7707043,307.973424,0.412700924,3
330,78.82818707,308.0298798,0.415698526,3
340,78.88470849,308.086509,0.418696127,3
350,78.94028463,308.1433122,0.421693729,3
360,78.99493132,308.2002901,0.42469133,3
370,79.04866408,308.2574432,0.427688931,3
380,79.10149822,308.3147721,0.430686533,3
390,79.15344874,308.3722772,0.433684134,3
400,79.20453045,308.4299593,0.436681736,3
410,79.25475785,308.4878189,0.439679337,3
420,79.30414525,308.5458565,0.442676939,3
430,79.35270668,308.6040728,0.44567454,3
440,79.40045597,308.6624683,0.448672142,3
450,79.44740669,308.7210435,0.451669743,3
460,79.4935722,308.7797992,0.454667345,3
470,79.53896564,308.8387359,0.457664946,3
480,79.5835999,308.8978541,0.460662548,3
490,79.6274877,308.9571544,0.463660149,3
500,79.67064152,309.0166376,0.466657751,3
510,79.71307362,309.076304,0.469655352,3
520,79.75479609,309.1361544,0.472652954,3
530,79.79582078,309.1961893,0.475650555,3
540,79.83615938,309.2564094,0.478648156,3
550,79.87582334,309.3168152,0.481645758,3
560,79.91482396,309.3774074,0.484643359,3
570,79.95317233,309.4381865,0.487640961,3
580,79.99087935,309.4991531,0.490638562,3
590,80.02795576,309.5603079,0.493636164,3
600,80.0644121,309.6216516,0.496633765,3
610,80.10025873,309.6831846,0.499631367,3
620,80.13550587,309.7449076,0.502628968,3
630,80.17016352,309.8068212,0.50562657,3
640,80.20424156,309.8689261,0.508624171,3
650,80.23774967,309.9312229,0.511621773,3
660,80.27069739,309.9937122,0.514619374,3
670,80.30309409,310.0563946,0.517616976,3
680,80.33494898,310.1192707,0.520614577,3
690,80.36627112,310.1823412,0.523612179,3
700,80.39706943,310.2456068,0.52660978,3
710,80.42735267,310.3090679,0.529607381,3
720,80.45712944,310.3727254,0.532604983,3
730,80.48640822,310.4365798,0.535602584,3
740,80.51519735,310.5006318,0.538600186,3
750,80.543505,310.5648819,0.541597787,3
760,80.57133922,310.629331,0.544595389,3
770,80.59870795,310.6939795,0.54759299,3
780,80.62561896,310.7588282,0.550590592,3
790,80.6520799,310.8238776,0.553588193,3
800,80.67809831,310.8891286,0.556585795,3
810,80.70368158,310.9545816,0.559583396,3
820,80.728837,311.0202374,0.562580998,3
830,80.75357171,311.0860966,0.565578599,3
840,80.77789276,311.1521599,0.568576201,3
850,80.80180705,311.218428,0.571573802,3
860,80.82532141,311.2849015,0.574571404,3
870,80.8484425,311.3515811,0.577569005,3
880,80.87117692,311.4184674,0.580566607,3
890,80.89353112,311.4855612,0.583564208,3
900,80.91551147,311.552863,0.586561809,3
910,80.93712421,311.6203737,0.589559411,3
920,80.9583755,311.6880938,0.592557012,3
930,80.97927139,311.756024,0.595554614,3
940,80.9998178,311.8241651,0.598552215,3
950,81.0200206,311.8925177,0.601549817,3
960,81.03988552,311.9610825,0.604547418,3
970,81.05941822,312.0298602,0.60754502,3
980,81.07862425,312.0988515,0.610542621,3
990,81.09750908,312.168057,0.613540223,3
1000,81.11607808,312.2374776,0.616537824,3
1010,81.13433652,312.3071138,0.619535426,3
1020,81.15228961,312.3769664,0.622533027,3
1030,81.16994245,312.447036,0.625530629,3
1040,81.18730006,312.5173235,0.62852823,3
1050,81.20436738,312.5878294,0.631525832,3
1060,81.22114926,312.6585546,0.634523433,3
1070,81.23765048,312.7294997,0.637521034,3
1080,81.25387574,312.8006654,0.640518636,3
1090,81.26982964,312.8720525,0.643516237,3
1100,81.28551672,312.9436616,0.646513839,3
1110,81.30094145,313.0154936,0.64951144,3
1120,81.31610822,313.087549,0.652509042,3
1130,81.33102134,313.1598288,0.655506643,3
1140,81.34568504,313.2323335,0.658504245,3
1150,81.36010351,313.3050639,0.661501846,3
1160,81.37428085,313.3780207,0.664499448,3
1170,81.38822108,313.4512048,0.667497049,3
1180,81.40192817,313.5246167,0.670494651,3
1190,81.41540602,313.5982574,0.673492252,3
1200,81.42865847,313.6721274,0.676489854,3
1210,81.44168928,313.7462276,0.679487455,3
1220,81.45450216,313.8205587,0.682485057,3
1230,81.46710076,313.8951214,0.685482658,3
1240,81.47948866,313.9699166,0.688480259,3
1250,81.49166938,314.0449449,0.691477861,3
1260,81.50364639,314.1202072,0.694475462,3
1270,81.51542309,314.1957041,0.697473064,3
1280,81.52700284,314.2714365,0.700470665,3
1290,81.53838893,314.3474051,0.703468267,3
1300,81.5495846,314.4236106,0.706465868,3
1310,81.56059303,314.500054,0.70946347,3
1320,81.57141735,314.5767358,0.712461071,3
1330,81.58206064,314.653657,0.715458673,3
1340,81.59252594,314.7308182,0.718456274,3
1350,81.60281621,314.8082204,0.721453876,3
1360,81.61293438,314.8858641,0.724451477,3
1370,81.62288334,314.9637503,0.727449079,3
1380,81.63266591,315.0418797,0.73044668,3
1390,81.64228488,315.1202531,0.733444282,3
1400,81.65174298,315.1988714,0.736441883,3
1410,81.6610429,315.2777352,0.739439484,3
1420,81.67018728,315.3568455,0.742437086,3
1430,81.67917874,315.4362029,0.745434687,3
1440,81.68801982,315.5158084,0.748432289,3
1450,81.69671304,315.5956626,0.75142989,3
1460,81.70526087,315.6757665,0.754427492,3
1470,81.71366575,315.7561209,0.757425093,3
1480,81.72193006,315.8367265,0.760422695,3
1490,81.73005616,315.9175841,0.763420296,3
1500,81.73804636,315.9986947,0.766417898,3
1510,81.74590293,316.080059,0.769415499,3
1520,81.75362811,316.1616778,0.772413101,3
1530,81.76122409,316.243552,0.775410702,3
1540,81.76869303,316.3256824,0.778408304,3
1550,81.77603706,316.4080698,0.781405905,3
1560,81.78325827,316.4907151,0.784403507,3
1570,81.79035871,316.573619,0.787401108,3
1580,81.79734041,316.6567826,0.790398709,3
1590,81.80420533,316.7402065,0.793396311,3
1600,81.81095545,316.8238917,0.796393912,3
1610,81.81759268,316.907839,0.799391514,3
1620,81.82411891,316.9920492,0.802389115,3
1630,81.83053599,317.0765232,0.805386717,3
1640,81.83684576,317.1612619,0.808384318,3
1650,81.84304999,317.2462661,0.81138192,3
1660,81.84915047,317.3315367,0.814379521,3
1670,81.85514892,317.4170745,0.817377123,3
1680,81.86104705,317.5028805,0.820374724,3
1690,81.86684654,317.5889554,0.823372326,3
1700,81.87254904,317.6753002,0.826369927,3
1710,81.87815617,317.7619158,0.829367529,3
1720,81.88366953,317.848803,0.83236513,3
1730,81.88909068,317.9359627,0.835362732,3
1740,81.89442117,318.0233958,0.838360333,3
1750,81.89966251,318.1111032,0.841357934,3
1760,81.90481619,318.1990857,0.844355536,3
1770,81.90988368,318.2873444,0.847353137,3
1780,81.91486642,318.37588,0.850350739,3
1790,81.91976583,318.4646935,0.85334834,3
1800,81.9245833,318.5537858,0.856345942,3
1810,81.92932021,318.6431577,0.859343543,3
1820,81.93397789,318.7328103,0.862341145,3
1830,81.93855767,318.8227443,0.865338746,3
1840,81.94306087,318.9129608,0.868336348,3
1850,81.94748875,319.0034607,0.871333949,3
1860,81.95184258,319.0942448,0.874331551,3
1870,81.9561236,319.1853141,0.877329152,3
1880,81.96033302,319.2766695,0.880326754,3
1890,81.96447204,319.368312,0.883324355,3
1900,81.96854184,319.4602424,0.886321957,3
1910,81.97254357,319.5524618,0.889319558,3
1920,81.97647838,319.644971,0.892317159,3
1930,81.98034738,319.7377711,0.895314761,3
1940,81.98415168,319.8308629,0.898312362,3
1950,81.98789236,319.9242473,0.901309964,3
1960,81.99157047,320.0179255,0.904307565,3
1970,81.99518707,320.1118983,0.907305167,3
1980,81.99874319,320.2061666,0.910302768,3
1990,82.00223983,320.3007314,0.91330037,3
2000,82.005678,320.3955938,0.916297971,3
2010,82.00905867,320.4907546,0.919295573,3
2020,82.01238279,320.5862148,0.922293174,3
2030,82.01565133,320.6819755,0.925290776,3
2040,82.0188652,320.7780375,0.928288377,3
2050,82.02202532,320.8744019,0.931285979,3
2060,82.02513259,320.9710697,0.93428358,3
2070,82.02818789,321.0680418,0.937281182,3
2080,82.0311921,321.1653192,0.940278783,3
2090,82.03414607,321.262903,0.943276384,3
2100,82.03705063,321.360794,0.946273986,3
2110,82.03990661,321.4589934,0.949271587,3
2120,82.04271484,321.5575021,0.952269189,3
2130,82.04547609,321.6563211,0.95526679,3
2140,82.04819117,321.7554515,0.958264392,3
2150,82.05086084,321.8548942,0.961261993,3
2160,82.05348586,321.9546503,0.964259595,3
2170,82.05606698,322.0547208,0.967257196,3
2180,82.05860494,322.1551066,0.970254798,3
2190,82.06110045,322.255809,0.973252399,3
2200,82.06355422,322.3568287,0.976250001,3
2210,82.06596696,322.458167,0.979247602,3
2220,82.06833934,322.5598248,0.982245204,3
2230,82.07067205,322.6618032,0.985242805,3
2240,82.07296575,322.7641032,0.988240407,3
2250,82.07522108,322.8667259,0.991238008,3
2260,82.0774387,322.9696723,0.994235609,3
2270,82.07961923,323.0729435,0.997233211,3
2280,82.0817633,323.1765405,1.000230812,3
2290,82.0838715,323.2804643,1.003228414,3
2300,82.08594445,323.3847161,1.006226015,3
2310,82.08798273,323.489297,1.009223617,3
2320,82.08998692,323.5942079,1.012221218,3
2330,82.09195759,323.69945,1.01521882,3
2340,82.09389531,323.8050243,1.018216421,3
2350,82.09580062,323.9109319,1.021214023,3
2360,82.09767406,324.017174,1.024211624,3
2370,82.09951617,324.1237515,1.027209226,3
2380,82.10132748,324.2306656,1.030206827,3
2390,82.10310849,324.3379174,1.033204429,3
2400,82.10485971,324.445508,1.03620203,3
2410,82.10658165,324.5534385,1.039199632,3
2420,82.10827479,324.6617099,1.042197233,3
2430,82.10993962,324.7703235,1.045194834,3
2440,82.1115766,324.8792802,1.048192436,3
2450,82.1131862,324.9885813,1.051190037,3
2460,82.11476889,325.0982278,1.054187639,3
2470,82.1163251,325.2082209,1.05718524,3
2480,82.11785529,325.3185617,1.060182842,3
2490,82.11935989,325.4292513,1.063180443,3
2500,82.12083933,325.5402909,1.066178045,3
2510,82.12229402,325.6516816,1.069175646,3
2520,82.12372439,325.7634245,1.072173248,3
2530,82.12513083,325.8755209,1.075170849,3
2540,82.12651375,325.9879718,1.078168451,3
2550,82.12787354,326.1007783,1.081166052,3
2560,82.1292106,326.2139417,1.084163654,3
2570,82.13052529,326.3274632,1.087161255,3
2580,82.13181799,326.4413438,1.090158857,3
2590,82.13308908,326.5555848,1.093156458,3
2600,82.1343389,326.6701873,1.096154059,3
2610,82.13556783,326.7851524,1.099151661,3
2620,82.1367762,326.9004815,1.102149262,3
2630,82.13796436,327.0161756,1.105146864,3
2640,82.13913265,327.132236,1.108144465,3
2650,82.14028141,327.2486638,1.111142067,3
2660,82.14141095,327.3654603,1.114139668,3
2670,82.1425216,327.4826266,1.11713727,3
2680,82.14361368,327.6001639,1.120134871,3
2690,82.14468749,327.7180735,1.123132473,3
2700,82.14574334,327.8363565,1.126130074,3
2710,82.14678154,327.9550143,1.129127676,3
2720,82.14780237,328.0740479,1.132125277,3
2730,82.14880613,328.1934586,1.135122879,3
2740,82.1497931,328.3132477,1.13812048,3
2750,82.15076357,328.4334163,1.141118082,3
2760,82.15171781,328.5539658,1.144115683,3
2770,82.15265608,328.6748973,1.147113284,3
2780,82.15357867,328.7962121,1.150110886,3
2790,82.15448583,328.9179114,1.153108487,3
2800,82.15537781,329.0399965,1.156106089,3
2810,82.15625488,329.1624687,1.15910369,3
2820,82.15711728,329.2853292,1.162101292,3
2830,82.15796525,329.4085793,1.165098893,3
2840,82.15879905,329.5322202,1.168096495,3
2850,82.1596189,329.6562532,1.171094096,3
2860,82.16042504,329.7806795,1.174091698,3
2870,82.16121769,329.9055006,1.177089299,3
2880,82.16199709,330.0307176,1.180086901,3
2890,82.16276346,330.1563318,1.183084502,3
2900,82.16351701,330.2823446,1.186082104,3
2910,82.16425795,330.4087572,1.189079705,3
2920,82.16498651,330.5355709,1.192077307,3
2930,82.16570288,330.6627871,1.195074908,3
2940,82.16640727,330.790407,1.198072509,3
2950,82.16709988,330.918432,1.201070111,3
2960,82.1677809,331.0468633,1.204067712,3
2970,82.16845054,331.1757024,1.207065314,3
2980,82.16910898,331.3049504,1.210062915,3
2990,82.1697564,331.4346088,1.213060517,3
3000,82.170393,331.5646789,1.216058118,3
3010,82.17101895,331.6951621,1.21905572,3
3020,82.17163444,331.8260596,1.222053321,3
3030,82.17223963,331.9573728,1.225050923,3
3040,82.17283469,332.0891032,1.228048524,3
3050,82.17341981,332.2212519,1.231046126,3
3060,82.17399514,332.3538204,1.234043727,3
3070,82.17456085,332.4868102,1.237041329,3
3080,82.1751171,332.6202224,1.24003893,3
3090,82.17566404,332.7540585,1.243036532,3
3100,82.17620184,332.88832,1.246034133,3
3110,82.17673064,333.0230081,1.249031734,3
3120,82.1772506,333.1581242,1.252029336,3
3130,82.17776187,333.2936698,1.255026937,3
3140,82.17826458,333.4296463,1.258024539,3
3150,82.17875889,333.566055,1.26102214,3
3160,82.17924493,333.7028974,1.264019742,3
3170,82.17972284,333.8401748,1.267017343,3
3180,82.18019276,333.9778887,1.270014945,3
3190,82.18065482,334.1160405,1.273012546,3
3200,82.18110915,334.2546317,1.276010148,3
3210,82.18155588,334.3936636,1.279007749,3
3220,82.18199514,334.5331377,1.282005351,3
3230,82.18242706,334.6730554,1.285002952,3
3240,82.18285175,334.8134182,1.288000554,3
3250,82.18326934,334.9542276,1.290998155,3
3260,82.18367995,335.0954849,1.293995757,3
3270,82.18408368,335.2371917,1.296993358,3
3280,82.18448067,335.3793493,1.299990959,3
3290,82.18487102,335.5219593,1.302988561,3
3300,82.18525484,335.6650232,1.305986162,3
3310,82.18563224,335.8085423,1.308983764,3
3320,82.18600333,335.9525183,1.311981365,3
3330,82.18636821,336.0969525,1.314978967,3
3340,82.18672699,336.2418466,1.317976568,3
3350,82.18707977,336.3872018,1.32097417,3
3360,82.18742665,336.5330199,1.323971771,3
3370,82.18776773,336.6793022,1.326969373,3
3380,82.1881031,336.8260504,1.329966974,3
3390,82.18843287,336.9732658,1.332964576,3
3400,82.18875712,337.12095,1.335962177,3
3410,82.18907595,337.2691046,1.338959779,3
3420,82.18938944,337.4177311,1.34195738,3
3430,82.18969769,337.566831,1.344954982,3
3440,82.19000079,337.7164059,1.347952583,3
3450,82.19029882,337.8664572,1.350950184,3
3460,82.19059186,338.0169866,1.353947786,3
3470,82.19088001,338.1679956,1.356945387,3
3480,82.19116333,338.3194858,1.359942989,3
3490,82.19144192,338.4714587,1.36294059,3
3500,82.19171584,338.6239159,1.365938192,3
3510,82.19198519,338.776859,1.368935793,3
3520,82.19225003,338.9302896,1.371933395,3
3530,82.19251044,339.0842092,1.374930996,3
3540,82.1927665,339.2386195,1.377928598,3
3550,82.19301827,339.393522,1.380926199,3
3560,82.19326584,339.5489183,1.383923801,3
3570,82.19350926,339.7048101,1.386921402,3
3580,82.19374861,339.8611989,1.389919004,3
3590,82.19398396,340.0180864,1.392916605,3
3600,82.19421537,340.1754742,1.395914207,3
3610,82.19444292,340.333364,1.398911808,3
3620,82.19466666,340.4917572,1.401909409,3
3630,82.19488665,340.6506557,1.404907011,3
3640,82.19510297,340.8100611,1.407904612,3
3650,82.19531567,340.9699749,1.410902214,3
3660,82.19552481,341.1303989,1.413899815,3
3670,82.19573045,341.2913346,1.416897417,3
3680,82.19593266,341.4527839,1.419895018,3
3690,82.19613148,341.6147483,1.42289262,3
3700,82.19632698,341.7772295,1.425890221,3
3710,82.19651921,341.9402292,1.428887823,3
3720,82.19670822,342.1037491,1.431885424,3
3730,82.19689407,342.2677909,1.434883026,3
3740,82.19707682,342.4323563,1.437880627,3
3750,82.1972565,342.5974469,1.440878229,3
3760,82.19743319,342.7630645,1.44387583,3
3770,82.19760692,342.9292109,1.446873432,3
3780,82.19777774,343.0958877,1.449871033,3
3790,82.1979457,343.2630966,1.452868634,3
3800,82.19811086,343.4308394,1.455866236,3
3810,82.19827325,343.5991178,1.458863837,3
3820,82.19843293,343.7679336,1.461861439,3
3830,82.19858994,343.9372886,1.46485904,3
3840,82.19874432,344.1071844,1.467856642,3
3850,82.19889612,344.2776228,1.470854243,3
3860,82.19904539,344.4486056,1.473851845,3
3870,82.19919215,344.6201346,1.476849446,3
3880,82.19933646,344.7922115,1.479847048,3
3890,82.19947836,344.9648381,1.482844649,3
3900,82.19961788,345.1380163,1.485842251,3
3910,82.19975507,345.3117478,1.488839852,3
3920,82.19988997,345.4860344,1.491837454,3
3930,82.20002261,345.6608779,1.494835055,3
3940,82.20015303,345.8362801,1.497832657,3
3950,82.20028127,346.0122429,1.500830258,3
3960,82.20040737,346.188768,1.503827859,3
3970,82.20053136,346.3658574,1.506825461,3
3980,82.20065327,346.5435128,1.509823062,3
3990,82.20077315,346.7217361,1.512820664,3
4000,82.20089102,346.9005291,1.515818265,3
4010,82.20100692,347.0798937,1.518815867,3
4020,82.20112088,347.2598317,1.521813468,3
4030,82.20123293,347.440345,1.52481107,3
4040,82.20134311,347.6214356,1.527808671,3
4050,82.20145145,347.8031051,1.530806273,3
4060,82.20155798,347.9853557,1.533803874,3
4070,82.20166272,348.168189,1.536801476,3
4080,82.20176571,348.3516071,1.539799077,3
4090,82.20186698,348.5356118,1.542796679,3
4100,82.20196656,348.7202051,1.54579428,3
4110,82.20206447,348.9053888,1.548791882,3
4120,82.20216074,349.0911649,1.551789483,3
4130,82.20225541,349.2775353,1.554787084,3
4140,82.20234849,349.464502,1.557784686,3
4150,82.20244001,349.6520668,1.560782287,3
4160,82.20253001,349.8402318,1.563779889,3
4170,82.20261849,350.0289988,1.56677749,3
4180,82.2027055,350.2183699,1.569775092,3
4190,82.20279106,350.4083469,1.572772693,3
4200,82.20287518,350.598932,1.575770295,3
4210,82.20295789,350.790127,1.578767896,3
4220,82.20303923,350.981934,1.581765498,3
4230,82.2031192,351.1743549,1.584763099,3
4240,82.20319783,351.3673917,1.587760701,3
4250,82.20327515,351.5610464,1.590758302,3
4260,82.20335118,351.7553211,1.593755904,3
4270,82.20342593,351.9502178,1.596753505,3
4280,82.20349944,352.1457385,1.599751107,3
4290,82.20357171,352.3418851,1.602748708,3
4300,82.20364278,352.5386598,1.605746309,3
4310,82.20371266,352.7360647,1.608743911,3
4320,82.20378137,352.9341016,1.611741512,3
4330,82.20384893,353.1327728,1.614739114,3
4340,82.20391536,353.3320802,1.617736715,3
4350,82.20398068,353.532026,1.620734317,3
4360,82.2040449,353.7326122,1.623731918,3
4370,82.20410806,353.9338409,1.62672952,3
4380,82.20417015,354.1357142,1.629727121,3
4390,82.20423121,354.3382342,1.632724723,3
4400,82.20429125,354.541403,1.635722324,3
4410,82.20435028,354.7452227,1.638719926,3
4420,82.20440833,354.9496954,1.641717527,3
4430,82.2044654,355.1548233,1.644715129,3
4440,82.20452152,355.3606084,1.64771273,3
4450,82.2045767,355.567053,1.650710332,3
4460,82.20463096,355.7741591,1.653707933,3
4470,82.20468431,355.981929,1.656705534,3
4480,82.20473677,356.1903647,1.659703136,3
4490,82.20478836,356.3994685,1.662700737,3
4500,82.20483907,356.6092424,1.665698339,3
4510,82.20488895,356.8196888,1.66869594,3
4520,82.20493798,357.0308098,1.671693542,3
4530,82.2049862,357.2426076,1.674691143,3
4540,82.20503361,357.4550843,1.677688745,3
